decision_id,decision,score,distinctive_max,register_id,register_birth_date,register_family_name,register_given_name,register_name,register_sex,sample_id,sample_birth_date,sample_family_name,sample_given_name,sample_name,sample_sex,evidence,review_outcome,reviewer,reviewed_at,reason
xwd:sha256:4a04ed4294b7cebe1a17e35c51f8f9630fa87ee089090037cf07ccc8008904ce,match,0.7571,0.8,198,2019-06-11,Johnsonhayes,Finley,Finley Julian Johnsonhayes,M,198,2019-06-11,Hayesjohnson,Finley,Finley Julian Hayesjohnson,M,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.471}",,,,
xwd:sha256:7a2ca209a2d9074bf9f0cc3bf6d24e3be47831e1b1d860cdbb524406d102ce7e,match,0.7559,0.8,630,2019-07-13,Peterson,Matthew,Matthew Tye Peterson,M,630,2019-07-13,Peterson,Matthew,Matthew Tyler Peterson,M,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.468}",,,,
xwd:sha256:c6ab9d653daaa76de56bc6561770d7c538f943235dea1e588a32f98afb33ef60,match,0.7554,0.8,213,2018-01-22,Hin,Vai,Vai Fale Hin,M,213,2018-01-22,Hine,Vai,Vai Fale Hine,M,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.466}",,,,
xwd:sha256:e3b44250997aa6fedd65cc822d163c3f1c58018a9a153d7a004727ec51208909,match,0.7553,0.8,48,2017-03-19,Leekim,Camila,Camila N Leekim,F,48,2017-03-19,Leekim,Camila,Camila Nikolai Leekim,F,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.466}",,,,
xwd:sha256:3f255c577cfe0aea470455c8f14c703e115e08b8bd8c6b3852d007cfeedbf7c6,match,0.7548,0.8,164,2018-03-11,Rodriguez,Hayden,Hayden Christopher Rodriguez,M,164,2018-03-11,Ramirezrodriguez,Hayden,Hayden Christopher Ramirezrodriguez,M,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.464}",,,,
xwd:sha256:befca82d983db9058f86e0cd15533897af68436071d36f7936c9b01e2f9f97d8,match,0.7548,0.8,540,2016-09-02,Hall,Ty,Ty Anthony Hall,M,540,2016-09-02,Hall,Tyler,Tyler Anthony Hall,M,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.465}",,,,
xwd:sha256:2f5ac9527db0a678d3dc7fda9ac5abb42c854fb3101573b17162bdd98cc0ae69,match,0.753,0.8,281,2018-02-22,Hill,Devni,Devni Isaiah Hill,M,281,2018-02-22,Hill,Devin,Devin Isaiah Hill,M,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.459}",,,,
xwd:sha256:e2aae1b7800105bf2551ed200496da9be4d1e03b1b7d0e09da0cbc3e109a0466,match,0.7529,0.8,480,2016-09-16,Collins,Andie,Andie Joshua Collins,M,480,2016-09-16,Collins,Andrew,Andrew Joshua Collins,M,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.459}",,,,
xwd:sha256:7fc9bb9246868cdfe65fc21d95d979799ac97abb2d2db1d68ba6d440d6e65e20,match,0.7522,0.8,948,2018-09-09,Nuguyen,Natalie,Natalie Rose Nuguyen,F,948,2018-09-09,Nguyen,Natalie,Natalie Rose Nguyen,F,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.457}",,,,
xwd:sha256:5cb09e2f4a8d68034f79124b48f97b20b82ad488cfc6347ca12cff6915a061f1,match,0.7514,0.8,967,2017-05-22,Johnson,Alex,Alex James Johnson,M,967,2017-05-22,Johnson,Alexander,Alexander James Johnson,M,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.454}",,,,
xwd:sha256:d5b80e7d9cbcb72043b4d6835c971a797457aae33639967c66a3e436fbcdb7b9,match,0.7511,0.8,537,2017-07-04,Lewsi,Jason,Jason Michael Lewsi,,537,2017-07-04,Lewis,Jason,Jason Michael Lewis,M,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.453}",,,,
xwd:sha256:02fd336786cbda9632ce9c109d05899599e1c9993de32832da7ca1ed24f6f90d,match,0.7506,0.8,194,2016-02-13,Martinbailey,Morgan,Morgan Jack Martinbailey,M,194,2016-02-13,Baileymartin,Morgan,Morgan Jack Baileymartin,M,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.452}",,,,
xwd:sha256:aadc367687e800741de4cde1008e1c81eadcc90dc8a030e6aa6038e9aecda46e,match,0.7488,0.8,199,2020-04-12,Thomascooper,Logan,Logan Ellie Thomascooper,F,199,2020-04-12,Cooperthomas,Logan,Logan Ellie Cooperthomas,F,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.447}",,,,
xwd:sha256:9837f2a003d087bb5d2992da8e197821a3588c55f5bdb2b4d752e52b4d6f866f,match,0.7475,0.8,396,2017-04-01,Rodriguez,Brook,Brook Jade Rodriguez,F,396,2017-04-01,Rodriguez,Brooklyn,Brooklyn Jade Rodriguez,F,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.442}",,,,
xwd:sha256:49e0b2ff9224f32f57cacd94a17c1dbd201f11e627fc63bfc0a0ca641f1d2c52,match,0.7446,0.8,460,2019-02-24,Lee,Sam,Sam Rae Lee,F,460,2019-02-24,Lee,Samantha,Samantha Rae Lee,F,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.434}",,,,
xwd:sha256:8ec33e295046c533c4246e9d8b0671e0a55067a1180a7d9a21cd344634829c5e,match,0.7442,0.8,109,2018-01-23,Ramirez,Quin,Quin Annabelle Ramirez,F,109,2018-01-23,Ramirez,Quinn,Quinn Annabelle Ramirez,F,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.433}",,,,
xwd:sha256:50e692086d12d28fd4b234acd9b86d0e31fb523b59a240fdc529c3f32c8f81ea,match,0.7411,0.8,166,2018-08-04,Riveraflores,Tyler,Tyler Aaron Riveraflores,M,166,2018-08-04,Floresrivera,Tyler,Tyler Aaron Floresrivera,M,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.423}",,,,
xwd:sha256:a29533cdb41dc17ea50be89cce74b1d6283142d95e36fb30498224a2865b3a98,match,0.7374,0.8,28,2018-03-03,Davis,Sorry,Sorry Lucia Davis,F,28,2018-03-03,Davis,Sari,Sari Lucia Davis,F,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.412}",,,,
xwd:sha256:f38d71bb5ad251418c23c215cd069deb5b2b4ae3c40e8d3052d8aaeddd128200,match,0.7353,0.8,326,2017-09-03,Anderson,Addsion,Addsion Grace Anderson,F,326,2017-09-03,Anderson,Addison,Addison Grace Anderson,F,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.406}",,,,
xwd:sha256:0dd0c07e1e26a32de49348632d374024bfc34b652106f80f94d94eedc6369bb7,match,0.7334,0.8,368,2016-12-24,Lee,Eva,Eva Rose Lee,F,368,2016-12-24,Lee,Ava,Ava Rose Lee,F,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.4}",,,,
xwd:sha256:39a139124a773e11d44fa7ffdecb780de4f9bd92e8cf6a3e4d20bcf55d995886,match,0.7228,0.966,425,2017-05-24,Singh,Elsiemae,Elsiemae Singh,F,425,2017-05-24,Singh,Elsie,Elsie Mae Singh,F,"{""birth_date"": 1.0, ""name"": 0.966, ""name_tftoken"": 0.203}",,,,
xwd:sha256:d913abfb54fe4b947b8d94d46695468b397f66d4c7b53e98410f1dfb5080a83e,match,0.7204,0.956,332,2019-10-08,Garcia,Stellamarie,Stellamarie Garcia,F,332,2019-10-08,Garcia,Stella,Stella Marie Garcia,F,"{""birth_date"": 1.0, ""name"": 0.956, ""name_tftoken"": 0.205}",,,,
xwd:sha256:54aecb91561c99df26a9e362a0c553760676fd362718c6ed8e3b6b8bac365fc6,match,0.7131,0.89,676,2018-03-14,Nakameura,Satoru,Satoru Nakameura,M,676,2018-03-14,Nakamura,Satoru,Satoru Kaito Nakamura,M,"{""birth_date"": 1.0, ""name"": 0.89, ""name_tftoken"": 0.249}",,,,
xwd:sha256:b30a8f1456cb714a336530b7e1ed5ab3ce2bcd026bf8a634f7129653d1e1689e,match,0.703,0.933,620,2018-07-04,Colins,Jacob,Jacob Chris Colins,M,620,2018-07-04,Collins,Jacob,Jacob Christopher Collins,M,"{""birth_date"": 1.0, ""name"": 0.933, ""name_tftoken"": 0.176}",,,,
xwd:sha256:e690a124e765dc83b2d7704d070ab904569968a91ae12a80e6d3fb53d50a1540,match,0.7011,0.915,808,2016-08-29,Cruze,Fernando,Fernando A Cruze,M,808,2016-08-29,Cruz,Fernando,Fernando Alberto Cruz,M,"{""birth_date"": 1.0, ""name"": 0.915, ""name_tftoken"": 0.188}",,,,
xwd:sha256:7ecde7958c0beea8463a144c2a4e4b517fce198a88eed5c80c01d2e38af4b181,review,0.6952,0.91,496,2019-01-09,Cartre,Samuel,Samuel J Cartre,M,496,2019-01-09,Carter,Samuel,Samuel Joseph Carter,M,"{""birth_date"": 1.0, ""name"": 0.91, ""name_tftoken"": 0.175}",,,,
xwd:sha256:46b4f532a3b14f328265cebdcd5d6c886b2a4e2cd6eb8b31afa8bdf36f20d62b,review,0.6939,0.878,416,2018-07-23,Cooper,Arabel,Arabel Cooper,F,416,2018-07-23,Cooper,Arabella,Arabella Grace Cooper,F,"{""birth_date"": 1.0, ""name"": 0.878, ""name_tftoken"": 0.204}",,,,
xwd:sha256:99d550e8567a2e96935d1801c5f51f3a285d55e605370151db95fdb77f7998d1,review,0.6921,0.935,719,2020-10-21,Ramirez,Adrian,Adrian R Ramirez,F,719,2020-10-21,Ramirez,Adriana,Adriana Rosa Ramirez,F,"{""birth_date"": 1.0, ""name"": 0.935, ""name_tftoken"": 0.141}",,,,
xwd:sha256:a9c5d4dd66d11fcee5bc7090593d1116a689d02b1d014852eeb30b294c11ebc1,review,0.6919,0.946,155,2016-10-12,Wattson,Chelsey,Chelsey Elizabeth Wattson,F,155,2016-10-12,Watson,Kelsey,Kelsey Elizabeth Watson,F,"{""birth_date"": 1.0, ""name"": 0.946, ""name_tftoken"": 0.13}",,,,
xwd:sha256:1ee11669bb8687efecea21a7195b3f971c612d693e08c8344cd7c821921d3612,review,0.6914,0.889,908,2016-09-14,Abdullah,Ahmed,Ahmed N Abdullah,M,908,2016-09-14,Alabdullah,Ahmed,Ahmed Nasser Alabdullah,M,"{""birth_date"": 1.0, ""name"": 0.889, ""name_tftoken"": 0.185}",,,,
xwd:sha256:f7b39c02424a8b2537abadf03abcb9ffd3105c3f392b2e5c0c44a90d92b03ed6,review,0.6908,0.91,770,2017-05-18,Marqeuz,Sofia,Sofia R Marqeuz,F,770,2017-05-18,Marquez,Sofia,Sofia Renata Marquez,F,"{""birth_date"": 1.0, ""name"": 0.91, ""name_tftoken"": 0.162}",,,,
xwd:sha256:218403f5294d2ba620276f3d0f02c107572120b522e3bdb4500cbd4300402b66,review,0.6854,0.871,324,2018-05-02,Davis,Harpper,Harpper Davis,F,324,2018-05-02,Davis,Harper,Harper Madison Davis,F,"{""birth_date"": 1.0, ""name"": 0.871, ""name_tftoken"": 0.185}",,,,
xwd:sha256:b61333fa13de7d46447ab55697d4ff74c5281ce31212eec2ddcf841d8777b062,review,0.6799,0.8,910,2019-04-24,Almalik,Hasan,Hasan Almalik,M,910,2019-04-24,Almalik,Hassan,Hassan Mahmoud Almalik,M,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.24}",,,,
xwd:sha256:79c4a601ce8190857d9ab06534c6ac8ad39f18f09774658d81514e35d17b57cf,review,0.6788,0.884,555,2016-07-13,Anderson,Isack,Isack Tomtom Anderson,M,555,2016-07-13,Anderson,Isaac,Isaac Thomas Anderson,M,"{""birth_date"": 1.0, ""name"": 0.884, ""name_tftoken"": 0.153}",,,,
xwd:sha256:3d0361f06506ab89a049e987db99c6a87c5640a0fc83943ae0c545f5a2edb4c5,review,0.6756,0.849,511,2019-03-31,Scott,Saen,Saen Mike Scott,M,511,2019-03-31,Scott,Sean,Sean Michael Scott,M,"{""birth_date"": 1.0, ""name"": 0.849, ""name_tftoken"": 0.178}",,,,
xwd:sha256:325f87f1886ca3c0a723155cdf5e3c569f757bb16676029fe4dacde49c44fedf,review,0.6733,0.897,693,2016-08-17,Kim,Ji,Ji H Kim,F,693,2016-08-17,Kim,Jisoo,Jisoo Hee Kim,F,"{""birth_date"": 1.0, ""name"": 0.897, ""name_tftoken"": 0.122}",,,,
xwd:sha256:a37bb85b8e08f5f915aeecb2945d8017a4b1aa08ae0d31c96f8f398a4c675177,review,0.6728,0.858,863,2017-11-21,Gonzalezjose,Luis,Luis E Gonzalezjose,M,863,2017-11-21,Gonzalez,Luis,Luis Enrique Gonzalez,M,"{""birth_date"": 1.0, ""name"": 0.858, ""name_tftoken"": 0.16}",,,,
xwd:sha256:9eb6c16f1d422d5bab6923dd4ee5b1cc4e6a3cb7242a96defc9b8f8e7fe2808f,review,0.6725,0.827,141,2016-03-08,Ortiz,Payton,Payton Ortiz,F,141,2016-03-08,Ortiz,Peyton,Peyton Ivy Ortiz,F,"{""birth_date"": 1.0, ""name"": 0.827, ""name_tftoken"": 0.191}",,,,
xwd:sha256:effad3fbdbbc9e81d77f27942c58859006291461f4b4d77686e5400442729719,review,0.6702,0.818,654,2016-07-08,Miller,Nick,Nick A Miller,M,654,2016-07-08,Miller,Nicholas,Nicholas Andrew Miller,M,"{""birth_date"": 1.0, ""name"": 0.818, ""name_tftoken"": 0.193}",,,,
xwd:sha256:cbbb51c8309ad0257e6e22eba48fa3340b46ec9e67443da8dad882c31de96e25,review,0.6667,1.0,818,2018-08-16,Gonzalez,Angel,Angel Luis Gonzalez,M,876,2017-08-30,Gonzalez,Angel,Angel Luis Gonzalez,M,"{""birth_date"": 0.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:18960f71999ca1dc21dadebef41efba8241b211601d9f182b5ab866bdaffa9f6,review,0.6667,1.0,820,2020-09-16,Torres,Jorge,Jorge Antonio Torres,M,849,2016-02-23,Torres,Jorge,Jorge Antonio Torres,M,"{""birth_date"": 0.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:816dd38aba4316886460b4e6bf4cb704e690f31467e3e98c641e9e29d71b8eb3,review,0.6667,1.0,821,2017-03-01,Rodriguez,Gabriel,Gabriel Eduardo Rodriguez,M,879,2019-03-24,Rodriguez,Gabriel,Gabriel Eduardo Rodriguez,M,"{""birth_date"": 0.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:1f2da7dbad0206aa10624f272492df48a3a556e40abac1e2ec98098d31821866,review,0.6667,1.0,822,2017-11-13,Sanchez,Miguel,Miguel Angel Sanchez,M,880,2017-05-12,Sanchez,Miguel,Miguel Angel Sanchez,M,"{""birth_date"": 0.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:1d668bcce5b2df64226b930494587c4f84b7e5d8359605830f376f294a5368a5,review,0.6667,1.0,823,2018-05-25,Rivera,Carlos,Carlos Enrique Rivera,M,852,2019-03-14,Rivera,Carlos,Carlos Enrique Rivera,M,"{""birth_date"": 0.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:5d6459924b4a6874724e66e9a8a5d07fd4c2a3b3b949c63aacac884a2623f882,review,0.6667,1.0,824,2018-11-09,Martinez,Jose,Jose Daniel Martinez,M,853,2018-10-18,Martinez,Jose,Jose Daniel Martinez,M,"{""birth_date"": 0.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:ae7b06078ffe3d5ac80bac39cbb569cf61b144f76f7a18a984ed54af3fac4c62,review,0.6667,1.0,828,2017-10-24,Alvarez,Jose,Jose Ramon Alvarez,M,886,2017-02-21,Alvarez,Jose,Jose Ramon Alvarez,M,"{""birth_date"": 0.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:7599419bbde2d16847749d9c725ae016cdd39ccf275b854fd4e6a4369dccfa21,review,0.6667,1.0,833,2017-05-11,Ortiz,Andres,Andres Eduardo Ortiz,M,862,2019-06-28,Ortiz,Andres,Andres Eduardo Ortiz,M,"{""birth_date"": 0.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:c7d47e211ec0f58b66854485c9dae1b286d4e0d18461b1ec59d14803a2200e74,review,0.6667,1.0,834,2016-08-04,Gonzalez,Luis,Luis Enrique Gonzalez,M,863,2017-11-21,Gonzalez,Luis,Luis Enrique Gonzalez,M,"{""birth_date"": 0.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:3ae06cc3a40d4d66a38eaf546813136bb0538d2b5f5168bb9a06c9367f398c20,review,0.6667,1.0,837,2018-01-17,Ramirez,Javier,Javier Arturo Ramirez,M,866,2019-03-09,Ramirez,Javier,Javier Arturo Ramirez,M,"{""birth_date"": 0.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:17c5d0bdf8122d83d264534bff6a754f40cc2346c977e09a60dfa4e1b74ab0ab,review,0.6667,1.0,840,2017-10-11,Ortiz,Ricardo,Ricardo Gabriel Ortiz,M,869,2018-05-05,Ortiz,Ricardo,Ricardo Gabriel Ortiz,M,"{""birth_date"": 0.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:38c755a0cc02cac5264b656754b0bd9bad7b0b0f084cc0bea41744e7f99ca38c,review,0.6667,1.0,844,2018-08-25,Chavez,Juan,Juan Carlos Chavez,M,873,2019-02-18,Chavez,Juan,Juan Carlos Chavez,M,"{""birth_date"": 0.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:cf02bfa79503bf95f865fdf9f72db92ac90a8f9a6d10758ec600083b446a7e05,review,0.6667,1.0,847,2017-03-05,Gonzalez,Angel,Angel Luis Gonzalez,M,818,2018-08-16,Gonzalez,Angel,Angel Luis Gonzalez,M,"{""birth_date"": 0.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:015cd4631734010475e32b3d3b309e4d5cca73762f9bfc3a0e38054ce4db2308,review,0.6667,1.0,847,2017-03-05,Gonzalez,Angel,Angel Luis Gonzalez,M,876,2017-08-30,Gonzalez,Angel,Angel Luis Gonzalez,M,"{""birth_date"": 0.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:556d337f87de35301f08a01f1a43323f10c7c6605f230d49b229e5e22de8daca,review,0.6667,1.0,848,2017-11-17,Ortiz,Victor,Victor Hugo Ortiz,M,819,2019-06-20,Ortiz,Victor,Victor Hugo Ortiz,M,"{""birth_date"": 0.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:cfdd226d24a1e02bc21fa35aa4a59806517b9dbf671f3550b272f41d713849b1,review,0.6667,1.0,850,2018-09-05,Rodriguez,Gabriel,Gabriel Eduardo Rodriguez,M,821,2017-03-01,Rodriguez,Gabriel,Gabriel Eduardo Rodriguez,M,"{""birth_date"": 0.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:6388626be0dda994477fe37bb3364f02c10998973164021d60f86e22f961de40,review,0.6667,1.0,850,2018-09-05,Rodriguez,Gabriel,Gabriel Eduardo Rodriguez,M,879,2019-03-24,Rodriguez,Gabriel,Gabriel Eduardo Rodriguez,M,"{""birth_date"": 0.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:181fbcb8c3ab7d0f7c55946be63dc456fad8d5946bf1798c21e1af2dfb5a8594,review,0.6667,1.0,851,2017-06-13,Sanchez,Miguel,Miguel Angel Sanchez,M,880,2017-05-12,Sanchez,Miguel,Miguel Angel Sanchez,M,"{""birth_date"": 0.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:49756e670b92f3646d09f9164074f0e63b8d9fb6a805444215121db9c85be190,review,0.6667,1.0,855,2017-07-21,Ramos,Guillermo,Guillermo Antonio Ramos,M,826,2019-08-11,Ramos,Guillermo,Guillermo Antonio Ramos,M,"{""birth_date"": 0.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:d85b55a62c3bd3e0a7d48e76ab79c55aec5be010e9a1fbe15810a4982a731b79,review,0.6667,1.0,857,2020-08-10,Alvarez,Jose,Jose Ramon Alvarez,M,886,2017-02-21,Alvarez,Jose,Jose Ramon Alvarez,M,"{""birth_date"": 0.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:d2ed205cfc606a420a0f0899d17b9098047a878f1acd72de88dd62533aa3ff5b,review,0.6667,1.0,858,2018-11-08,Cruz,Hector,Hector David Cruz,M,829,2018-07-28,Cruz,Hector,Hector David Cruz,M,"{""birth_date"": 0.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:cd0bf362531ff92939342579e72be9c790830c57eb651de723440f549dad1e93,review,0.6667,1.0,859,2017-04-11,Rodriguez,Ricardo,Ricardo Jose Rodriguez,M,830,2019-12-21,Rodriguez,Ricardo,Ricardo Jose Rodriguez,M,"{""birth_date"": 0.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:3d6ab30294a31900cacae12ee6460e80f4a36d6d3ffab3593547529b042c79bf,review,0.6667,1.0,861,2018-05-27,Flores,Juan,Juan Antonio Flores,M,832,2020-11-26,Flores,Juan,Juan Antonio Flores,M,"{""birth_date"": 0.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:95c5cbba10f62d2357450b49b55a436995a7ebf6b3ebe14c2d80059096001255,review,0.6667,1.0,867,2018-02-04,Hernandez,Roberto,Roberto Antonio Hernandez,M,838,2018-12-06,Hernandez,Roberto,Roberto Antonio Hernandez,M,"{""birth_date"": 0.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:cae4edb33dc0160d095ab4e3a4a437293823e76ec7467eb6a42a0892e5f559f1,review,0.6667,1.0,873,2019-02-18,Chavez,Juan,Juan Carlos Chavez,M,844,2018-08-25,Chavez,Juan,Juan Carlos Chavez,M,"{""birth_date"": 0.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:d485d8d387e1b37cd44fae86ac86916f4b7f7baf652a1383295afb184bdac0fd,review,0.6667,1.0,876,2017-08-30,Gonzalez,Angel,Angel Luis Gonzalez,M,818,2018-08-16,Gonzalez,Angel,Angel Luis Gonzalez,M,"{""birth_date"": 0.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:a6cb65996391cb7f5feda45f769d62df2a7adb5bf7c697fd6e993ff8bc4e77e4,review,0.6667,1.0,877,2018-06-01,Ortiz,Victor,Victor Hugo Ortiz,M,819,2019-06-20,Ortiz,Victor,Victor Hugo Ortiz,M,"{""birth_date"": 0.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:0bda77765ff7586ee55386a194656e900f1103c749de5ff81fd2f3dcdec1f5b3,review,0.6667,1.0,879,2019-03-24,Rodriguez,Gabriel,Gabriel Eduardo Rodriguez,M,821,2017-03-01,Rodriguez,Gabriel,Gabriel Eduardo Rodriguez,M,"{""birth_date"": 0.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:97041f7ce3ccc07520239c2633d991d2377859fe83f17e298aadbce5645b4780,review,0.6667,1.0,880,2017-05-12,Sanchez,Miguel,Miguel Angel Sanchez,M,851,2017-06-13,Sanchez,Miguel,Miguel Angel Sanchez,M,"{""birth_date"": 0.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:95d2b06330f712be732f840992f6d393daae6f3827de8bd12eb5bd5265f18402,review,0.6667,1.0,881,2020-09-07,Rivera,Carlos,Carlos Enrique Rivera,M,852,2019-03-14,Rivera,Carlos,Carlos Enrique Rivera,M,"{""birth_date"": 0.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:f9fdf2dbb8a6fee686d3e2cc92b21d43710e312a0bbedd74094d711dc58ab2d5,review,0.6667,1.0,882,2016-11-17,Martinez,Jose,Jose Daniel Martinez,M,853,2018-10-18,Martinez,Jose,Jose Daniel Martinez,M,"{""birth_date"": 0.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:7ff7c284441acac2f394403ba7ba9427ed8d590fcb56c3049de10640e84d6fe0,review,0.6667,1.0,884,2018-08-29,Ramos,Guillermo,Guillermo Antonio Ramos,M,826,2019-08-11,Ramos,Guillermo,Guillermo Antonio Ramos,M,"{""birth_date"": 0.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:0af58c1f30ae728683a6832588af69b4eca5ff1e3fe32d002fc641a0f79c4194,review,0.6659,0.864,811,2018-01-22,Hernandez,Rico,Rico Alo Hernandez,M,811,2018-01-22,Hernandez,Ricardo,Ricardo Alonso Hernandez,M,"{""birth_date"": 1.0, ""name"": 0.864, ""name_tftoken"": 0.134}",,,,
xwd:sha256:291ea9db896d8527d67fbd727a7a873b9dfdc495ebb63e179ddc5bf15a1d16bc,review,0.6483,0.783,849,2016-02-23,Torres,Gorge,Gorge A Torres,M,849,2016-02-23,Torres,Jorge,Jorge Antonio Torres,M,"{""birth_date"": 1.0, ""name"": 0.783, ""name_tftoken"": 0.162}",,,,
xwd:sha256:e48ff0c0044e7d5a7f7d4fb3ca19f6db9a70de9e5196d431f760b6a374703e60,review,0.6423,0.761,624,2017-02-01,Smith,Mike,Mike S Smith,M,624,2017-02-01,Smith,Michael,Michael Steven Smith,M,"{""birth_date"": 1.0, ""name"": 0.761, ""name_tftoken"": 0.166}",,,,
xwd:sha256:0a8662d9c2033a4c6ae0d63887750bce8d9c6df2e8ed312c57f82ccadabd3b1f,review,0.6418,0.678,812,2018-12-13,Castro,Dan,Dan Castro,M,812,2018-12-13,Castro,Daniel,Daniel Eduardo Castro,M,"{""birth_date"": 1.0, ""name"": 0.678, ""name_tftoken"": 0.248}",,,,
xwd:sha256:6792ebb782c15f424a1cc871ae3f8e769900c09a4afbe2d65ca6db5a0d5538f1,review,0.631,0.69,750,2019-03-16,Aguayo,Cammy,Cammy J Aguayo,F,750,2019-03-16,Aguayo,Camila,Camila Josefina Aguayo,F,"{""birth_date"": 1.0, ""name"": 0.69, ""name_tftoken"": 0.203}",,,,
xwd:sha256:96343d70e661caca477ccb160647ec2028fc5fb830db215402239584297babdc,review,0.6281,0.667,390,2017-05-08,Collins,Sam,Sam Collins,F,390,2017-05-08,Collins,Samantha,Samantha Faith Collins,F,"{""birth_date"": 1.0, ""name"": 0.667, ""name_tftoken"": 0.218}",,,,
xwd:sha256:96936748a6c4d7a6bf2683d4e1c7a3eb65c28e554fa5665bafc427422caeb8d8,review,0.6235,0.8,466,2018-09-26,Rodriguez,Brooklyn,Brooklyn Rodriguez,F,466,2018-09-27,Rodriguez,Brooklyn,Brooklyn Marie Rodriguez,F,"{""birth_date"": 0.35, ""name"": 0.8, ""name_tftoken"": 0.721}",,,,
xwd:sha256:ec3f139e40f23fb4cbe392596be99b2f4f7a8f7c879bff5fdc1e537642b2fab4,review,0.6204,0.669,790,2018-12-06,Martinez,Antonio,Antonio Javier Martinez,M,838,2018-12-06,Hernandez,Roberto,Roberto Antonio Hernandez,M,"{""birth_date"": 1.0, ""name"": 0.669, ""name_tftoken"": 0.192}",,,,
