decision_id,decision,score,distinctive_max,register_id,register_birth_date,register_name,register_sex,sample_id,sample_birth_date,sample_name,sample_sex,evidence,review_outcome,reviewer,reviewed_at,reason
xwd:sha256:50d0e9fe0786e62ba4a22f920fd49ad2c5a6b745283c01f11592bf9f354ad341,review,0.6799,0.8,910,2019-04-24,Hasan Almalik,M,910,2019-04-24,Hassan Mahmoud Almalik,M,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.24}",,,,
xwd:sha256:8b68dce3250fc2efa721be0679ff55b1ebc876eef174af6519d258d0c8fac7a4,review,0.6788,0.884,555,2016-07-13,Isack Tomtom Anderson,M,555,2016-07-13,Isaac Thomas Anderson,M,"{""birth_date"": 1.0, ""name"": 0.884, ""name_tftoken"": 0.153}",,,,
xwd:sha256:5ad131ae349d52314ffdd002cfe40fc58625af9e903aa3b4ccf15ab1935cd78a,review,0.6756,0.849,511,2019-03-31,Saen Mike Scott,M,511,2019-03-31,Sean Michael Scott,M,"{""birth_date"": 1.0, ""name"": 0.849, ""name_tftoken"": 0.178}",,,,
xwd:sha256:f8caf7e7fb8cb06a4482deb65fdb2e38bb4776891cb07fa442c8b6d4cddcb21d,review,0.6733,0.897,693,2016-08-17,Ji H Kim,F,693,2016-08-17,Jisoo Hee Kim,F,"{""birth_date"": 1.0, ""name"": 0.897, ""name_tftoken"": 0.122}",,,,
xwd:sha256:e7da3ae2f75db64624e42da2b61c6f74f4e6270f635b42e8d8db8736118a751f,review,0.6728,0.858,863,2017-11-21,Luis E Gonzalezjose,M,863,2017-11-21,Luis Enrique Gonzalez,M,"{""birth_date"": 1.0, ""name"": 0.858, ""name_tftoken"": 0.16}",,,,
xwd:sha256:57f2c8d1c52a4b052604b6966b8813f20ec2cd621ba48bc0cf05b9a26c80a561,review,0.6725,0.827,141,2016-03-08,Payton Ortiz,F,141,2016-03-08,Peyton Ivy Ortiz,F,"{""birth_date"": 1.0, ""name"": 0.827, ""name_tftoken"": 0.191}",,,,
xwd:sha256:afc665921ec7a7e65327cf2e9cd420c09f32ee4cb47d5f4a6bb2942a5e6c6378,review,0.6702,0.818,654,2016-07-08,Nick A Miller,M,654,2016-07-08,Nicholas Andrew Miller,M,"{""birth_date"": 1.0, ""name"": 0.818, ""name_tftoken"": 0.193}",,,,
xwd:sha256:74e1a3abf0358c0e61db1cb4160aced6922c4ca8a7bdc5c1de8b63128e58dd27,review,0.6667,1.0,818,2018-08-16,Angel Luis Gonzalez,M,876,2017-08-30,Angel Luis Gonzalez,M,"{""birth_date"": 0.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:7f30110780af7912cabd98858b350a98ed184eece27b4e56b668a268ef45ff15,review,0.6667,1.0,820,2020-09-16,Jorge Antonio Torres,M,849,2016-02-23,Jorge Antonio Torres,M,"{""birth_date"": 0.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:cf2ed7d017caf0cb9162aef27a46881883616adbbac1e2a24f7ff49084debe70,review,0.6667,1.0,821,2017-03-01,Gabriel Eduardo Rodriguez,M,879,2019-03-24,Gabriel Eduardo Rodriguez,M,"{""birth_date"": 0.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:c5bf407dec179db3cd333b8a09de685483a6ccf381550afb7b535f5e24450164,review,0.6667,1.0,822,2017-11-13,Miguel Angel Sanchez,M,880,2017-05-12,Miguel Angel Sanchez,M,"{""birth_date"": 0.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:d784f165ceac55e9580ecae0870d875c04847e9b494f7dd11226e32cd30334bb,review,0.6667,1.0,823,2018-05-25,Carlos Enrique Rivera,M,852,2019-03-14,Carlos Enrique Rivera,M,"{""birth_date"": 0.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:ceb4ed905651157a3bfe3b534c67c48db6f1e5eba767d1c2153c2f437dfc7e1c,review,0.6667,1.0,824,2018-11-09,Jose Daniel Martinez,M,853,2018-10-18,Jose Daniel Martinez,M,"{""birth_date"": 0.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:409177ccb8c3ebaa7eb6e75fe400219f7a6d5b04a5797cda86082a20e8cbf5f2,review,0.6667,1.0,828,2017-10-24,Jose Ramon Alvarez,M,886,2017-02-21,Jose Ramon Alvarez,M,"{""birth_date"": 0.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:0a11e98645cf970a7c61f2e21e8d846a80af410dc8c1c78e0e9839ce5406d51a,review,0.6667,1.0,833,2017-05-11,Andres Eduardo Ortiz,M,862,2019-06-28,Andres Eduardo Ortiz,M,"{""birth_date"": 0.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:a053760bd9698806740d2b8a8c1092b293900a7771e9729dbc43a2fbf3578f1b,review,0.6667,1.0,834,2016-08-04,Luis Enrique Gonzalez,M,863,2017-11-21,Luis Enrique Gonzalez,M,"{""birth_date"": 0.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:e399cd3d6914b08d5593268181ad868167c6e68abadfa6728131b565a50ad186,review,0.6667,1.0,837,2018-01-17,Javier Arturo Ramirez,M,866,2019-03-09,Javier Arturo Ramirez,M,"{""birth_date"": 0.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:48ad68675e26cbf2c8e574552eb0dd29f6d83c1baf3512fa4925fa97c46e3ee0,review,0.6667,1.0,840,2017-10-11,Ricardo Gabriel Ortiz,M,869,2018-05-05,Ricardo Gabriel Ortiz,M,"{""birth_date"": 0.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:266874f7d9ed4d4f2911df3efb41e40ab5315b1dde9f3f8f68d1bc9d64428433,review,0.6667,1.0,844,2018-08-25,Juan Carlos Chavez,M,873,2019-02-18,Juan Carlos Chavez,M,"{""birth_date"": 0.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:10fca41a964cb7088f3fdd8d7f59a2ebbcfc5ffe5051bc4ac0aaa72b1d84cc78,review,0.6667,1.0,847,2017-03-05,Angel Luis Gonzalez,M,818,2018-08-16,Angel Luis Gonzalez,M,"{""birth_date"": 0.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:cdc65619b00253a59eae0deb47376c0e63e7df3044e721c9f151cd852ad463a9,review,0.6667,1.0,847,2017-03-05,Angel Luis Gonzalez,M,876,2017-08-30,Angel Luis Gonzalez,M,"{""birth_date"": 0.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:59e3c70834fbc5793932454a346b07455cd4347142821baff1194c836a19dd1f,review,0.6667,1.0,848,2017-11-17,Victor Hugo Ortiz,M,819,2019-06-20,Victor Hugo Ortiz,M,"{""birth_date"": 0.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:a01ab8aa45df105a2da83d5e3ae76fd4256d5bb8f1ffcec0988753b73a2f45da,review,0.6667,1.0,850,2018-09-05,Gabriel Eduardo Rodriguez,M,821,2017-03-01,Gabriel Eduardo Rodriguez,M,"{""birth_date"": 0.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:3bdfe9470f0c04feaec4743c46436ab945877c44370bb65703dd9f5af6aa77e3,review,0.6667,1.0,850,2018-09-05,Gabriel Eduardo Rodriguez,M,879,2019-03-24,Gabriel Eduardo Rodriguez,M,"{""birth_date"": 0.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:ddb34778086f91691142ce009f6dc6b1010e68adabb87d2d17cbb0a6130b8490,review,0.6667,1.0,851,2017-06-13,Miguel Angel Sanchez,M,880,2017-05-12,Miguel Angel Sanchez,M,"{""birth_date"": 0.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:485949495605cff8ffec88ca5e35b3f09ecc2eebea9865f54138027b66a47dbc,review,0.6667,1.0,855,2017-07-21,Guillermo Antonio Ramos,M,826,2019-08-11,Guillermo Antonio Ramos,M,"{""birth_date"": 0.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:17be8610eb2243c53ae94e9498797e5094dd9c8f0057a9a45513f75d5d54e8fa,review,0.6667,1.0,857,2020-08-10,Jose Ramon Alvarez,M,886,2017-02-21,Jose Ramon Alvarez,M,"{""birth_date"": 0.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:545e6c79b0c54aecdd0fc770937b368ef2f6aa434657a063d633041ff2ebe228,review,0.6667,1.0,858,2018-11-08,Hector David Cruz,M,829,2018-07-28,Hector David Cruz,M,"{""birth_date"": 0.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:efd2cc2074241ca317ef62e560cfeba83f3be293616aee06ddc9f182b2ab80f2,review,0.6667,1.0,859,2017-04-11,Ricardo Jose Rodriguez,M,830,2019-12-21,Ricardo Jose Rodriguez,M,"{""birth_date"": 0.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:116491f3bdb2c91e8f29740265a1d3fbbf412186aff76e4444705fb24962cd2f,review,0.6667,1.0,861,2018-05-27,Juan Antonio Flores,M,832,2020-11-26,Juan Antonio Flores,M,"{""birth_date"": 0.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:d4ac4e91c817426f1ce915c7eb1c695b31e3e30245d6f57ec1ba9cbd1dc8a0a3,review,0.6667,1.0,867,2018-02-04,Roberto Antonio Hernandez,M,838,2018-12-06,Roberto Antonio Hernandez,M,"{""birth_date"": 0.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:76b02de6d9c29e9c162e308b76ce648c403bec846b71f63d5a177616eab39698,review,0.6667,1.0,873,2019-02-18,Juan Carlos Chavez,M,844,2018-08-25,Juan Carlos Chavez,M,"{""birth_date"": 0.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:cc98b0f91ad69c5cf96e060566ec69d5d7b658f64aa80a8911a892313185e19e,review,0.6667,1.0,876,2017-08-30,Angel Luis Gonzalez,M,818,2018-08-16,Angel Luis Gonzalez,M,"{""birth_date"": 0.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:e591d9faa7eeb5d0a614dff02971f07d63646d2019414af592f58b9e0f869175,review,0.6667,1.0,877,2018-06-01,Victor Hugo Ortiz,M,819,2019-06-20,Victor Hugo Ortiz,M,"{""birth_date"": 0.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:2ee742fa8e9af64d7d0701840af1faf80a6e17d20b4c997138eb119a0e8d2b71,review,0.6667,1.0,879,2019-03-24,Gabriel Eduardo Rodriguez,M,821,2017-03-01,Gabriel Eduardo Rodriguez,M,"{""birth_date"": 0.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:489cbdb9b34948ad0e53b5544ef57136b93bfedbe384f2a939894b78c79ee738,review,0.6667,1.0,880,2017-05-12,Miguel Angel Sanchez,M,851,2017-06-13,Miguel Angel Sanchez,M,"{""birth_date"": 0.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:6c30e457de112537521217c200a0881e22ff1264b812007cbd5055016e0cfe50,review,0.6667,1.0,881,2020-09-07,Carlos Enrique Rivera,M,852,2019-03-14,Carlos Enrique Rivera,M,"{""birth_date"": 0.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:4d156f40d4dafc81e34f33d47d726483d87249c61f5104f20727c9d17360f716,review,0.6667,1.0,882,2016-11-17,Jose Daniel Martinez,M,853,2018-10-18,Jose Daniel Martinez,M,"{""birth_date"": 0.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:8fdd57caf0ab7e632bd91119eb82fd04677d55415dccc58518318b599ac4e361,review,0.6667,1.0,884,2018-08-29,Guillermo Antonio Ramos,M,826,2019-08-11,Guillermo Antonio Ramos,M,"{""birth_date"": 0.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:ebff552367fd950ffc5ef445f71a28bb3048c67cb0b477a28928ee8e4c23f57f,review,0.6659,0.864,811,2018-01-22,Rico Alo Hernandez,M,811,2018-01-22,Ricardo Alonso Hernandez,M,"{""birth_date"": 1.0, ""name"": 0.864, ""name_tftoken"": 0.134}",,,,
xwd:sha256:ffc3823f6279bdc55e5ff0da6f76eb189b466dd362670b70150a8d1d6789b8ad,review,0.6483,0.783,849,2016-02-23,Gorge A Torres,M,849,2016-02-23,Jorge Antonio Torres,M,"{""birth_date"": 1.0, ""name"": 0.783, ""name_tftoken"": 0.162}",,,,
xwd:sha256:de87bfd4b2696f670dd5cb80434c47194ed796c5beb87d01bcdbd76eaaa2498b,review,0.6423,0.761,624,2017-02-01,Mike S Smith,M,624,2017-02-01,Michael Steven Smith,M,"{""birth_date"": 1.0, ""name"": 0.761, ""name_tftoken"": 0.166}",,,,
xwd:sha256:91ae3db25180e83a5d64a7d7743f80ed56fc11488bd3caabb6ea52f8f129bcb4,review,0.6418,0.678,812,2018-12-13,Dan Castro,M,812,2018-12-13,Daniel Eduardo Castro,M,"{""birth_date"": 1.0, ""name"": 0.678, ""name_tftoken"": 0.248}",,,,
xwd:sha256:f66f0db35eeead4e5e067d5971cca317fd1a5145a3c9d8dd0a046de206fd96f2,review,0.631,0.69,750,2019-03-16,Cammy J Aguayo,F,750,2019-03-16,Camila Josefina Aguayo,F,"{""birth_date"": 1.0, ""name"": 0.69, ""name_tftoken"": 0.203}",,,,
xwd:sha256:94762115f1cd31369dac933d57c831dbf13f933f40145057040d3cf04b51edbf,review,0.6281,0.667,390,2017-05-08,Sam Collins,F,390,2017-05-08,Samantha Faith Collins,F,"{""birth_date"": 1.0, ""name"": 0.667, ""name_tftoken"": 0.218}",,,,
xwd:sha256:04a44fa2922cd0e4de612c3bc915da42695bfa5a33668fcc81fa9b1a36f61c07,review,0.6235,0.8,466,2018-09-26,Brooklyn Rodriguez,F,466,2018-09-27,Brooklyn Marie Rodriguez,F,"{""birth_date"": 0.35, ""name"": 0.8, ""name_tftoken"": 0.721}",,,,
xwd:sha256:b99158e19a6d783732f72dfa88877c0751ec52cc28b1dd15bb370b080d4d473e,review,0.6204,0.669,790,2018-12-06,Antonio Javier Martinez,M,838,2018-12-06,Roberto Antonio Hernandez,M,"{""birth_date"": 1.0, ""name"": 0.669, ""name_tftoken"": 0.192}",,,,
xwd:sha256:3c17e5d47d99e7e3e9b1277606f9e9884c491990b50c8b656a9daf1af48ff8f2,review,0.6157,0.686,854,2019-12-14,Luis Fernando Hernandez,M,804,2019-12-14,Juan Pablo Hernandez,M,"{""birth_date"": 1.0, ""name"": 0.686, ""name_tftoken"": 0.161}",,,,
xwd:sha256:b1dd5100b90ea201328b56c887cabaa43b52d5cfba94fa687c10ad52d3d635b6,review,0.6132,0.692,28,2018-03-03,Sorry Lucia Davis,F,315,2018-03-03,Evelyn Faith Davis,F,"{""birth_date"": 1.0, ""name"": 0.692, ""name_tftoken"": 0.147}",,,,
xwd:sha256:b40a790426e0678a230ab9ffad34c741e9c342f5c3115070862cb129cc4f2f4d,review,0.6043,0.8,279,2018-04-10,Xavier Mitchell,M,279,2016-04-10,Xavier Jamal Mitchell,M,"{""birth_date"": 0.35, ""name"": 0.8, ""name_tftoken"": 0.663}",,,,
xwd:sha256:b380980411b4151357549da2f203e0c8427ad4c5356b848898c7742fe095d1f2,review,0.6032,0.665,257,2018-11-18,Desiree Monique Davis,F,336,2018-11-18,Everly Sophia Davis,F,"{""birth_date"": 1.0, ""name"": 0.665, ""name_tftoken"": 0.144}",,,,
xwd:sha256:d521093f0cbecf0f90e6431ecad04c89ee9a9aaa5c1fe0c446ff63241a770b0b,review,0.6032,0.665,336,2018-11-18,Everly Sophia Davis,F,257,2018-11-18,Desiree Monique Davis,F,"{""birth_date"": 1.0, ""name"": 0.665, ""name_tftoken"": 0.144}",,,,
xwd:sha256:c0c691dd02288c1761b04e2c4b08bda956957237fd17ded7f055a33b5b79b1fc,review,0.5941,0.643,968,2018-10-28,Ben T Lee,M,968,2018-10-28,Benjamin Thomas Lee,M,"{""birth_date"": 1.0, ""name"": 0.643, ""name_tftoken"": 0.14}",,,,
xwd:sha256:7304c6a3bf232d35fdb890e553115d92b7e45bd111deca610c1e197e3f0124f2,review,0.5891,0.8,746,2016-12-16,Antonia Reyes,F,746,2017-12-16,Antonia Ines Reyes,F,"{""birth_date"": 0.35, ""name"": 0.8, ""name_tftoken"": 0.617}",,,,
xwd:sha256:a6843410fbd789ec064ad9722cadc8b1cecbd11c81a1810a635d4c2ab051831b,review,0.5887,0.615,965,2018-12-27,Luna Marie Taylor,F,458,2018-12-27,Zoey Marie Davis,F,"{""birth_date"": 1.0, ""name"": 0.615, ""name_tftoken"": 0.151}",,,,
xwd:sha256:204a16939854e67170da6e861dc0b9915d4b7ff56373c4f0835d96e5075a6d3b,review,0.5859,0.8,866,2019-03-19,Javier Ramirez,M,866,2019-03-09,Javier Arturo Ramirez,M,"{""birth_date"": 0.35, ""name"": 0.8, ""name_tftoken"": 0.608}",,,,
xwd:sha256:8786b0147000041368fc46580a80a48c62b25c3def0e254f12a118f46030a614,review,0.5814,0.594,315,2018-03-03,Evelyn Faith Davis,F,28,2018-03-03,Sari Lucia Davis,F,"{""birth_date"": 1.0, ""name"": 0.594, ""name_tftoken"": 0.151}",,,,
xwd:sha256:ac61ba3ea862ba1e311095aae476b7ed2a174c957197d16b7fdaec8db4f2f775,review,0.5648,0.8,831,2016-03-14,Manuel Alejandro Ramirez,M,805,2016-03-28,Manuel Alejandro Martinez,M,"{""birth_date"": 0.35, ""name"": 0.8, ""name_tftoken"": 0.544}",,,,
xwd:sha256:b14579c37bc51e2209ee480724f93fa6b58cb7fcc7ddcf3556d542f3bc6e7440,review,0.5531,0.8,791,2017-01-12,Miguel Angel Gonzalez,M,880,2017-05-12,Miguel Angel Sanchez,M,"{""birth_date"": 0.35, ""name"": 0.8, ""name_tftoken"": 0.509}",,,,
